"";"orgao";"uniorcam";"funcao";"subfuncao";"programa";"obsoleto1";"projativ";"rubrica";"recurso_vinculado";"contrapartida_recurso_vinculado";"numero_empenho";"data_empenho";"valor_empenho";"sinal_valor";"credor";"obsoleto2";"caracteristica_peculiar";"obsoleto3";"registro_precos";"obsoleto4";"numero_licitacao";"ano_licitacao";"historico_empenho";"forma_contratacao";"base_legal";"despesa_funcionario";"licitacao_compartilhada";"cnpj_orgao_gerenciador";"complemento_recurso_vinculado";"ano_empenho";"cnpj";"data_base";"data_geracao";"entidade"
"4193";"04";"01";"04";"123";"0001";0;"02015";"3.1.90.13.02.01.00.000";"0001";"0000";"0202000003777";2020-07-28;850,5;"+";155;NA;"000";0;"N";NA;"00000000000000000000";"0000";"CONTRIB. PATRONAL AO INSS REF REMUNERACAO DE JULHO 2020 FAZENDA CCS";"NSA";"00";"X";"X";"00000000000000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA"
"4194";"09";"01";"08";"122";"0011";0;"02075";"3.1.90.13.02.01.00.000";"0001";"0000";"0202000003778";2020-07-28;1854,24;"+";155;NA;"000";0;"N";NA;"00000000000000000000";"0000";"CONTRIB. PATRONAL AO INSS REF REMUNERACAO DE JULHO 2020 ASSISTENCIA SOCIAL CCS";"NSA";"00";"X";"X";"00000000000000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA"
"4195";"06";"01";"26";"122";"0001";0;"02032";"3.1.90.13.02.01.00.000";"0001";"0000";"0202000003779";2020-07-28;850,5;"+";155;NA;"000";0;"N";NA;"00000000000000000000";"0000";"CONTRIB. PATRONAL AO INSS REF REMUNERACAO DE JULHO 2020 OBRAS E VIACAO CCS";"NSA";"00";"X";"X";"00000000000000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA"
"4196";"07";"01";"15";"122";"0001";0;"02038";"3.1.90.13.02.01.00.000";"0001";"0000";"0202000003780";2020-07-28;2471,68;"+";155;NA;"000";0;"N";NA;"00000000000000000000";"0000";"CONTRIB. PATRONAL AO INSS REF REMUNERACAO DE JULHO 2020 SERVICOS URBANOS CCS";"NSA";"00";"X";"X";"00000000000000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA"
"4197";"10";"01";"20";"122";"0001";0;"02090";"3.1.90.13.02.01.00.000";"0001";"0000";"0202000003781";2020-07-28;1381,87;"+";155;NA;"000";0;"N";NA;"00000000000000000000";"0000";"CONTRIB. PATRONAL AO INSS REF REMUNERACAO DE JULHO 2020 AGRICULTURA CCS";"NSA";"00";"X";"X";"00000000000000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA"
"4198";"05";"01";"04";"122";"0001";0;"02016";"3.1.90.13.02.01.00.000";"0001";"0000";"0202000003782";2020-07-28;2618,86;"+";155;NA;"000";0;"N";NA;"00000000000000000000";"0000";"CONTRIB. PATRONAL AO INSS REF REMUNERACAO DE JULHO 2020 EDUCACAO SECRETARIA CCS";"NSA";"00";"X";"X";"00000000000000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA"
"4199";"05";"02";"12";"361";"0002";0;"02019";"3.1.90.13.02.01.00.000";"0020";"0000";"0202000003783";2020-07-28;551,4;"+";155;NA;"000";0;"N";NA;"00000000000000000000";"0000";"CONTRIB. PATRONAL AO INSS REF REMUNERACAO DE JULHO 2020 EDUCACAO MDE GV ENS. FUNDAMENTAL APOIO CCS";"NSA";"00";"X";"X";"00000000000000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA"
"4200";"05";"02";"12";"361";"0002";0;"02119";"3.1.90.13.02.01.00.000";"0020";"0000";"0202000003784";2020-07-28;463,36;"+";155;NA;"000";0;"N";NA;"00000000000000000000";"0000";"CONTRIB. PATRONAL AO INSS REF REMUNERACAO DE JULHO 2020 EDUCACAO PROF. FUNDEB CLT";"NSA";"00";"X";"X";"00000000000000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA"
"4201";"08";"01";"10";"301";"0006";0;"02058";"3.1.90.13.02.01.00.000";"0040";"0000";"0202000003785";2020-07-28;2854,41;"+";155;NA;"000";0;"N";NA;"00000000000000000000";"0000";"CONTRIB. PATRONAL AO INSS REF REMUNERACAO DE JULHO 2020 AGENTES SAUDE PACS CLT PSF 01";"NSA";"00";"X";"X";"00000000000000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA"
"4202";"08";"01";"10";"301";"0006";0;"02058";"3.1.90.13.02.01.00.000";"0040";"0000";"0202000003785";2020-11-20;-2854,41;"-";155;NA;"000";0;"N";NA;"00000000000000000000";"0000";"TRANSPOSICAO PARA AJUSTE DE VINCULACAO, PARA A NE 5541";"NSA";"00";"X";"X";"00000000000000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA"
"4203";"08";"01";"10";"301";"0006";0;"02058";"3.1.90.13.02.01.00.000";"0040";"0000";"0202000003786";2020-07-28;2933,15;"+";155;NA;"000";0;"N";NA;"00000000000000000000";"0000";"CONTRIB. PATRONAL AO INSS REF REMUNERACAO DE JULHO 2020 AGENTES SAUDE PACS CLT PSF 02";"NSA";"00";"X";"X";"00000000000000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA"
"4204";"08";"01";"10";"301";"0006";0;"02058";"3.1.90.13.02.01.00.000";"0040";"0000";"0202000003786";2020-11-20;-2933,15;"-";155;NA;"000";0;"N";NA;"00000000000000000000";"0000";"TRANSPOSICAO PARA AJUSTE DE VINCULACAO, PARA A NE 5541";"NSA";"00";"X";"X";"00000000000000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA"
"4205";"08";"01";"10";"305";"0007";0;"02073";"3.1.90.13.02.01.00.000";"0040";"0000";"0202000003787";2020-07-28;1096,26;"+";155;NA;"000";0;"N";NA;"00000000000000000000";"0000";"CONTRIB. PATRONAL AO INSS REF REMUNERACAO DE JULHO 2020 SAUDE VIGILANCIA CLT";"NSA";"00";"X";"X";"00000000000000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA"
"4206";"08";"01";"10";"302";"0008";0;"02065";"3.1.90.04.15.01.00.000";"0040";"0000";"0202000003788";2020-07-28;3740,62;"+";155;NA;"000";0;"N";NA;"00000000000000000000";"0000";"CONTRIB. PATRONAL AO INSS REF REMUNERACAO DE JULHO 2020 SAUDE PRONTO ATENDIMENTO CONTRATO";"NSA";"00";"X";"X";"00000000000000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA"
"4207";"08";"01";"10";"301";"0006";0;"02123";"3.1.90.04.15.01.00.000";"0040";"0000";"0202000003789";2020-07-28;354,5;"+";155;NA;"000";0;"N";NA;"00000000000000000000";"0000";"CONTRIB. PATRONAL AO INSS REF REMUNERACAO DE JULHO 2020 SAUDE TEC. ENFERMAGEM CONTRATO";"NSA";"00";"X";"X";"00000000000000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA"
"4208";"08";"01";"10";"122";"0005";0;"02049";"3.1.90.13.02.01.00.000";"0040";"0000";"0202000003790";2020-07-28;2737,71;"+";155;NA;"000";0;"N";NA;"00000000000000000000";"0000";"CONTRIB. PATRONAL AO INSS REF REMUNERACAO DE JULHO 2020 SERVIDORES SAUDE CCS";"NSA";"00";"X";"X";"00000000000000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA"
"4209";"08";"01";"10";"301";"0006";0;"02057";"3.1.90.04.15.01.00.000";"0040";"0000";"0202000003791";2020-07-28;1531,82;"+";155;NA;"000";0;"N";NA;"00000000000000000000";"0000";"CONTRIB. PATRONAL AO INSS REF REMUNERACAO DE JULHO 2020 SAUDE PSF 01 BUCAL CONTRATO";"NSA";"00";"X";"X";"00000000000000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA"
"4210";"02";"03";"04";"124";"0001";0;"02008";"3.1.91.13.03.01.00.000";"0001";"0000";"0202000003792";2020-07-28;861,11;"+";6;NA;"000";0;"N";NA;"00000000000000000000";"0000";"CONTRIB  AO  FPSM  PARTE PATRONAL 13,68% REF. REMUNERACAO DE JULHO/2020. GABINETE CONTROLE INTERNO";"NSA";"00";"X";"X";"00000000000000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA"
"4211";"02";"01";"04";"122";"0001";0;"02004";"3.1.91.13.03.01.00.000";"0001";"0000";"0202000003793";2020-07-28;295,43;"+";6;NA;"000";0;"N";NA;"00000000000000000000";"0000";"CONTRIB  AO  FPSM  PARTE PATRONAL 13,68% REF. REMUNERACAO DE JULHO/2020. GABINETE ESTATUTARIOS";"NSA";"00";"X";"X";"00000000000000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA"
"4212";"03";"01";"04";"122";"0001";0;"02010";"3.1.91.13.03.01.00.000";"0001";"0000";"0202000003794";2020-07-28;3451,37;"+";6;NA;"000";0;"N";NA;"00000000000000000000";"0000";"CONTRIB  AO  FPSM  PARTE PATRONAL 13,68% REF. REMUNERACAO DE JULHO/2020. ADMINISTRACAO SERVIDORES";"NSA";"00";"X";"X";"00000000000000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA"
"4213";"03";"01";"04";"122";"0001";0;"02010";"3.1.91.13.03.01.00.000";"0001";"0000";"0202000003795";2020-07-28;449,86;"+";6;NA;"000";0;"N";NA;"00000000000000000000";"0000";"CONTRIB  AO  FPSM  PARTE PATRONAL 13,68% REF. REMUNERACAO DE JULHO/2020. GRATIF. RPPS";"NSA";"00";"X";"X";"00000000000000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA"
"4214";"03";"01";"04";"122";"0001";0;"02010";"3.1.91.13.03.01.00.000";"0001";"0000";"0202000003796";2020-07-28;449,86;"+";6;NA;"000";0;"N";NA;"00000000000000000000";"0000";"CONTRIB  AO  FPSM  PARTE PATRONAL 13,68% REF. REMUNERACAO DE JULHO/2020. GRATIF. CAMARA";"NSA";"00";"X";"X";"00000000000000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA"
"4215";"03";"01";"04";"122";"0001";0;"02003";"3.1.91.13.03.01.00.000";"0001";"0000";"0202000003797";2020-07-28;436,42;"+";6;NA;"000";0;"N";NA;"00000000000000000000";"0000";"CONTRIB  AO  FPSM  PARTE PATRONAL 13,68% REF. REMUNERACAO DE JULHO/2020. ADMINISTRACAO LIMPEZA/COZINHA ESTATUTARIOS";"NSA";"00";"X";"X";"00000000000000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA"
"4216";"04";"01";"04";"123";"0001";0;"02015";"3.1.91.13.03.01.00.000";"0001";"0000";"0202000003798";2020-07-28;4126,36;"+";6;NA;"000";0;"N";NA;"00000000000000000000";"0000";"CONTRIB  AO  FPSM  PARTE PATRONAL 13,68% REF. REMUNERACAO DE JULHO/2020. FAZENDA SERVIDORES";"NSA";"00";"X";"X";"00000000000000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA"
"4217";"04";"01";"04";"123";"0001";0;"02015";"3.1.91.13.03.01.00.000";"0001";"0000";"0202000003799";2020-07-28;449,86;"+";6;NA;"000";0;"N";NA;"00000000000000000000";"0000";"CONTRIB  AO  FPSM  PARTE PATRONAL 13,68% REF. REMUNERACAO DE JULHO/2020. GRATIF. RPPS";"NSA";"00";"X";"X";"00000000000000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA"
"4218";"04";"01";"04";"123";"0001";0;"02015";"3.1.91.13.03.01.00.000";"0001";"0000";"0202000003800";2020-07-28;449,86;"+";6;NA;"000";0;"N";NA;"00000000000000000000";"0000";"CONTRIB  AO  FPSM  PARTE PATRONAL 13,68% REF. REMUNERACAO DE JULHO/2020. GRATIF. CAMARA";"NSA";"00";"X";"X";"00000000000000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA"
"4219";"04";"01";"04";"129";"0001";0;"02118";"3.1.91.13.03.01.00.000";"0001";"0000";"0202000003801";2020-07-28;2301,97;"+";6;NA;"000";0;"N";NA;"00000000000000000000";"0000";"CONTRIB  AO  FPSM  PARTE PATRONAL 13,68% REF. REMUNERACAO DE JULHO/2020. FAZENDA TRIBUTARIO ESTATUTARIOS";"NSA";"00";"X";"X";"00000000000000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA"
"4220";"05";"01";"04";"122";"0001";0;"02016";"3.1.91.13.03.01.00.000";"0001";"0000";"0202000003802";2020-07-28;4770,64;"+";6;NA;"000";0;"N";NA;"00000000000000000000";"0000";"CONTRIB  AO  FPSM  PARTE PATRONAL 13,68% REF. REMUNERACAO DE JULHO/2020. EDUCACAO SECRETARIA ESTATUTARIOS";"NSA";"00";"X";"X";"00000000000000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA"
"4221";"05";"02";"12";"365";"0002";0;"02021";"3.1.91.13.03.01.00.000";"0001";"0000";"0202000003803";2020-07-28;906,55;"+";6;NA;"000";0;"N";NA;"00000000000000000000";"0000";"CONTRIB  AO  FPSM  PARTE PATRONAL 13,68% REF. REMUNERACAO DE JULHO/2020. EDUCACAO LAR EDUC. INFANTIL MERENDA";"NSA";"00";"X";"X";"00000000000000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA"
"4222";"05";"02";"12";"361";"0002";0;"02020";"3.1.91.13.03.01.00.000";"0001";"0000";"0202000003804";2020-07-28;920,2;"+";6;NA;"000";0;"N";NA;"00000000000000000000";"0000";"CONTRIB  AO  FPSM  PARTE PATRONAL 13,68% REF. REMUNERACAO DE JULHO/2020. EDUCACAO GV FUND. MERENDA";"NSA";"00";"X";"X";"00000000000000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA"
"4223";"06";"01";"26";"122";"0001";0;"02032";"3.1.91.13.03.01.00.000";"0001";"0000";"0202000003805";2020-07-28;4139,76;"+";6;NA;"000";0;"N";NA;"00000000000000000000";"0000";"CONTRIB  AO  FPSM  PARTE PATRONAL 13,68% REF. REMUNERACAO DE JULHO/2020. OBRAS E VIACAO SERVIDORES";"NSA";"00";"X";"X";"00000000000000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA"
"4224";"07";"01";"15";"122";"0001";0;"02038";"3.1.91.13.03.01.00.000";"0001";"0000";"0202000003806";2020-07-28;6943,43;"+";6;NA;"000";0;"N";NA;"00000000000000000000";"0000";"CONTRIB  AO  FPSM  PARTE PATRONAL 13,68% REF. REMUNERACAO DE JULHO/2020. SERVICOS URBANOS E TRANSITO SERVIDORES";"NSA";"00";"X";"X";"00000000000000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA"
"4225";"09";"01";"08";"122";"0011";0;"02075";"3.1.91.13.03.01.00.000";"0001";"0000";"0202000003807";2020-07-28;284,17;"+";6;NA;"000";0;"N";NA;"00000000000000000000";"0000";"CONTRIB  AO  FPSM  PARTE PATRONAL 13,68% REF. REMUNERACAO DE JULHO/2020. ASSISTENCIA SOCIAL SECRETARIA";"NSA";"00";"X";"X";"00000000000000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA"
"4226";"09";"02";"08";"244";"0011";0;"02085";"3.1.91.13.03.01.00.000";"0001";"0000";"0202000003808";2020-07-28;2035,32;"+";6;NA;"000";0;"N";NA;"00000000000000000000";"0000";"CONTRIB  AO  FPSM  PARTE PATRONAL 13,68% REF. REMUNERACAO DE JULHO/2020. ASSISTENCIA SOCIAL CRAS";"NSA";"00";"X";"X";"00000000000000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA"
"4227";"10";"01";"20";"122";"0001";0;"02090";"3.1.91.13.03.01.00.000";"0001";"0000";"0202000003809";2020-07-28;3650,24;"+";6;NA;"000";0;"N";NA;"00000000000000000000";"0000";"CONTRIB  AO  FPSM  PARTE PATRONAL 13,68% REF. REMUNERACAO DE JULHO/2020. AGRICULTURA ESTATUTARIOS";"NSA";"00";"X";"X";"00000000000000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA"
"4228";"05";"02";"12";"365";"0002";0;"02023";"3.1.91.13.03.01.00.000";"0020";"0000";"0202000003810";2020-07-28;4665,98;"+";6;NA;"000";0;"N";NA;"00000000000000000000";"0000";"CONTRIB  AO  FPSM  PARTE PATRONAL 13,68% REF. REMUNERACAO DE JULHO/2020. EDUCACAO MDE LAR EDUC. INFANTIL APOIO";"NSA";"00";"X";"X";"00000000000000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA"
"4229";"05";"02";"12";"782";"0002";0;"02031";"3.1.91.13.03.01.00.000";"0020";"0000";"0202000003811";2020-07-28;3936,78;"+";6;NA;"000";0;"N";NA;"00000000000000000000";"0000";"CONTRIB  AO  FPSM  PARTE PATRONAL 13,68% REF. REMUNERACAO DE JULHO/2020. EDUCACAO MDE TRANSPORTE ESCOLAR";"NSA";"00";"X";"X";"00000000000000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA"
"4230";"05";"02";"12";"361";"0002";0;"02019";"3.1.91.13.03.01.00.000";"0020";"0000";"0202000003812";2020-07-28;1986,79;"+";6;NA;"000";0;"N";NA;"00000000000000000000";"0000";"CONTRIB  AO  FPSM  PARTE PATRONAL 13,68% REF. REMUNERACAO DE JULHO/2020. EDUCACAO MDE GV FUND. APOIO";"NSA";"00";"X";"X";"00000000000000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA"
"4231";"05";"02";"12";"365";"0002";0;"02023";"3.1.91.13.03.01.00.000";"0020";"0000";"0202000003813";2020-07-28;1027,15;"+";6;NA;"000";0;"N";NA;"00000000000000000000";"0000";"CONTRIB  AO  FPSM  PARTE PATRONAL 13,68% REF. REMUNERACAO DE JULHO/2020. EDUCACAO MDE GV EDUC. INFANTIL APOIO";"NSA";"00";"X";"X";"00000000000000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA"
"4232";"05";"02";"12";"365";"0002";0;"02120";"3.1.91.13.03.01.00.000";"0020";"0000";"0202000003814";2020-07-28;9506,53;"+";6;NA;"000";0;"N";NA;"00000000000000000000";"0000";"CONTRIB  AO  FPSM  PARTE PATRONAL 13,68% REF. REMUNERACAO DE JULHO/2020. EDUCACAO FUNDEB LAR EDUC. INFANTIL PROF.";"NSA";"00";"X";"X";"00000000000000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA"
"4233";"05";"02";"12";"361";"0002";0;"02119";"3.1.91.13.03.01.00.000";"0020";"0000";"0202000003815";2020-07-28;17862,5;"+";6;NA;"000";0;"N";NA;"00000000000000000000";"0000";"CONTRIB  AO  FPSM  PARTE PATRONAL 13,68% REF. REMUNERACAO DE JULHO/2020. EDUCACAO FUNDEB GV FUND. PROF.";"NSA";"00";"X";"X";"00000000000000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA"
"4234";"05";"02";"12";"361";"0002";0;"02119";"3.1.91.13.03.01.00.000";"0020";"0000";"0202000003815";2020-10-23;-17862,5;"-";6;NA;"000";0;"N";NA;"00000000000000000000";"0000";"TRANSPOSICAO PARA A NE 5018 NO FUNDEB NO VALOR DE R$ 150.447,21";"NSA";"00";"X";"X";"00000000000000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA"
"4235";"05";"02";"12";"365";"0002";0;"02120";"3.1.91.13.03.01.00.000";"0020";"0000";"0202000003816";2020-07-28;2283,43;"+";6;NA;"000";0;"N";NA;"00000000000000000000";"0000";"CONTRIB  AO  FPSM  PARTE PATRONAL 13,68% REF. REMUNERACAO DE JULHO/2020. EDUCACAO FUNDEB GV EDUC. INFANTIL PROF.";"NSA";"00";"X";"X";"00000000000000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA"
"4236";"08";"01";"10";"122";"0005";0;"02049";"3.1.91.13.03.01.00.000";"0040";"0000";"0202000003817";2020-07-28;2311,89;"+";6;NA;"000";0;"N";NA;"00000000000000000000";"0000";"CONTRIB  AO  FPSM  PARTE PATRONAL 13,68% REF. REMUNERACAO DE JULHO/2020. SAUDE SECRETARIA";"NSA";"00";"X";"X";"00000000000000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA"
"4237";"08";"01";"10";"301";"0006";0;"02056";"3.1.91.13.03.01.00.000";"0040";"0000";"0202000003818";2020-07-28;600,98;"+";6;NA;"000";0;"N";NA;"00000000000000000000";"0000";"CONTRIB  AO  FPSM  PARTE PATRONAL 13,68% REF. REMUNERACAO DE JULHO/2020. SAUDE PIM";"NSA";"00";"X";"X";"00000000000000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA"
"4238";"08";"01";"10";"305";"0007";0;"02073";"3.1.91.13.03.01.00.000";"0040";"0000";"0202000003819";2020-07-28;1152,31;"+";6;NA;"000";0;"N";NA;"00000000000000000000";"0000";"CONTRIB  AO  FPSM  PARTE PATRONAL 13,68% REF. REMUNERACAO DE JULHO/2020. SAUDE VIG. EPIDEMIOLOGICA ESTATUTARIOS";"NSA";"00";"X";"X";"00000000000000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA"
"4239";"08";"01";"10";"785";"0008";0;"02074";"3.1.91.13.03.01.00.000";"0040";"0000";"0202000003820";2020-07-28;2567,76;"+";6;NA;"000";0;"N";NA;"00000000000000000000";"0000";"CONTRIB  AO  FPSM  PARTE PATRONAL 13,68% REF. REMUNERACAO DE JULHO/2020. SAUDE TRANSPORTE";"NSA";"00";"X";"X";"00000000000000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA"
"4240";"08";"01";"10";"301";"0006";0;"02059";"3.1.91.13.03.01.00.000";"0040";"0000";"0202000003821";2020-07-28;2875,79;"+";6;NA;"000";0;"N";NA;"00000000000000000000";"0000";"CONTRIB  AO  FPSM  PARTE PATRONAL 13,68% REF. REMUNERACAO DE JULHO/2020. SAUDE PSF 01 ESTATUTARIOS";"NSA";"00";"X";"X";"00000000000000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA"
"4241";"08";"01";"10";"301";"0006";0;"02059";"3.1.91.13.03.01.00.000";"0040";"0000";"0202000003821";2020-11-20;-2875,79;"-";6;NA;"000";0;"N";NA;"00000000000000000000";"0000";"TRANSPOSICAO PARA AJUSTE DE VINCULACAO, PARA A NE 5542";"NSA";"00";"X";"X";"00000000000000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA"
"4242";"08";"01";"10";"301";"0006";0;"02057";"3.1.91.13.03.01.00.000";"0040";"0000";"0202000003822";2020-07-28;1051,94;"+";6;NA;"000";0;"N";NA;"00000000000000000000";"0000";"CONTRIB  AO  FPSM  PARTE PATRONAL 13,68% REF. REMUNERACAO DE JULHO/2020. SAUDE PSF 02 BUCAL ESTATUTARIOS";"NSA";"00";"X";"X";"00000000000000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA"
"4243";"08";"01";"10";"301";"0006";0;"02059";"3.1.91.13.03.01.00.000";"0040";"0000";"0202000003823";2020-07-28;3570;"+";6;NA;"000";0;"N";NA;"00000000000000000000";"0000";"CONTRIB  AO  FPSM  PARTE PATRONAL 13,68% REF. REMUNERACAO DE JULHO/2020. SAUDE PSF 02 ESTATUTARIOS";"NSA";"00";"X";"X";"00000000000000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA"
"4244";"08";"01";"10";"301";"0006";0;"02059";"3.1.91.13.03.01.00.000";"0040";"0000";"0202000003823";2020-11-20;-3570;"-";6;NA;"000";0;"N";NA;"00000000000000000000";"0000";"TRANSPOSICAO PARA AJUSTE DE VINCULACAO, PARA A NE 5542";"NSA";"00";"X";"X";"00000000000000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA"
"4245";"08";"01";"10";"302";"0008";0;"02065";"3.1.91.13.03.01.00.000";"0040";"0000";"0202000003824";2020-07-28;8455,64;"+";6;NA;"000";0;"N";NA;"00000000000000000000";"0000";"CONTRIB  AO  FPSM  PARTE PATRONAL 13,68% REF. REMUNERACAO DE JULHO/2020. SAUDE PRONTO ATENDIMENTO";"NSA";"00";"X";"X";"00000000000000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA"
"4246";"12";"01";"09";"272";"0020";0;"00012";"3.1.91.13.03.03.00.000";"0050";"0000";"0202001003826";2020-07-28;455,5;"+";6;NA;"000";0;"N";NA;"00000000000000000000";"0000";"CONTRIB  AO  FPSM  PARTE  PATRONAL 13,68% REF. REMUNERACAO DE JULHO/2020. FAPS PENSIONISTAS VL REAL";"NSA";"00";"X";"X";"00000000000000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA"
"4247";"11";"01";"28";"846";"0000";0;"00009";"3.1.91.13.99.01.00.000";"0001";"0000";"0202000003827";2020-07-28;119684,05;"+";6;NA;"000";0;"N";NA;"00000000000000000000";"0000";"CONTRIB  AO  FPSM  PARTE  PATRONAL  18,75%  REF.  REMUNERACAO DE JULHO/2020 PASSIVO    ATUARIAL   SERVIDORES  EXECUTIVO,  PENSIONISTAS  E  LEGISLATIVO.";"NSA";"00";"X";"X";"00000000000000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA"
